ID,Lig_Strain_Energy,MMGBSA_dG_Bind_Coulomb,MMGBSA_dG_Bind_Covalent,MMGBSA_dG_Bind_Hbond,MMGBSA_dG_Bind_Lipo,MMGBSA_dG_Bind_Packing,MMGBSA_dG_Bind_Solv_GB,MMGBSA_dG_Bind_vdW,2.5_contacts,4.0_contacts,H_B_ligand,H_B_receptor,backbone_alpha,backbone_beta,backbone_other,hydrophobic,pi-cation,pi-pi,pi-t,rotable_bonds,salt_bridge,sidechain_alpha,sidechain_beta,sidechain_other,Exp_energy
1y6r,5.475659953,-39.75157275,6.977834011,-7.16567607,-52.59592758,-0.354506594,40.47943536,-53.91131619,13,313,0,26,6,2,25,0,0,0,28,6,0,54,86,135,-13.96748117
1yc1,4.577463409,10.81372035,2.646389384,-5.970194159,-36.16063776,-0.783966983,-8.001968118,-53.98270164,15,291,15,11,2,2,0,0,0,0,28,6,2,163,98,19,-8.524170014
1yc4,3.139138903,-16.90133059,1.711285578,-1.707648771,-30.19967586,-0.283069649,21.1962458,-43.23760761,7,237,15,7,2,1,0,0,0,0,28,5,0,115,100,7,-9.049159416
1ydk,11.97021743,-113.7459778,2.774168753,-11.2206505,-31.82432033,0,94.68954973,-36.86580959,13,229,7,16,3,7,4,0,0,0,12,16,5,58,31,126,-8.137335719
1yei,7.026021976,-79.88239721,6.872178293,-4.388787159,-27.72601969,-5.38662288,89.39185217,-52.82650708,9,254,0,2,1,5,25,0,3,0,49,9,0,0,167,69,-10.30637088
1yid,13.7705697,-101.569691,10.3320503,-12.21014541,-8.355607597,-1.885336053,107.8535988,-49.05152782,21,285,9,34,3,8,6,1,0,0,11,11,7,54,75,128,-6.907755279
1yqj,3.129956792,-10.09030992,1.179442534,-0.277383168,-53.30633147,-1.962358293,23.90558207,-67.24823288,1,272,0,11,0,1,21,0,1,0,50,5,1,10,109,122,-11.24582559
1yqy,8.039626258,14.12608193,7.37636329,-2.125254384,-31.77725812,-0.543980655,10.0175526,-46.91827292,12,256,4,19,3,3,12,1,1,0,22,6,2,80,19,134,-10.52741905
1z3t,4.452034789,-56.34371998,1.409983293,-7.110110894,-22.16317825,0,70.52647203,-37.77840101,15,224,0,0,4,4,14,0,0,0,11,12,0,0,37,188,-5.44331116
1z3v,4.407103921,-55.19159398,1.563308281,-7.169555823,-22.10100071,0,68.58033608,-35.9174996,18,236,0,0,4,6,14,0,0,0,13,12,0,0,35,205,-5.678174839
1z6e,4.93937508,-19.15365323,4.708150245,-4.370136061,-41.4524438,-4.294321773,91.12595137,-67.83406274,6,309,0,47,2,3,41,1,3,1,55,8,0,0,85,142,-13.42867626
1z6s,7.845920696,-87.38899849,4.513304554,-13.09357964,-6.811062989,-3.104103754,87.46906515,-31.90432525,15,241,0,9,3,6,0,1,1,0,15,7,4,45,121,81,-5.995931582
1zhy,2.582806887,-9.838247252,2.26333775,-0.297875236,-85.55107381,0,30.63533979,-64.92609156,1,176,2,0,2,0,1,0,0,0,23,6,0,30,61,83,-9.007712884
1zog,2.291613148,-4.139684917,2.241408232,0,-57.17479072,-0.001849733,8.885930097,-41.50649597,0,139,0,2,0,0,0,0,0,0,10,1,0,0,137,0,-9.878090049
1zoh,1.354873205,-0.537302889,1.057150644,0,-58.91181599,-0.003348495,10.97352764,-40.4019408,0,138,0,6,0,0,0,0,0,0,12,0,0,0,125,7,-9.670857391
1zp8,12.36216879,-0.686606429,8.818224684,-3.370704323,-55.00155069,0,22.31596276,-84.89709613,10,348,0,28,4,3,37,0,0,0,36,17,0,0,112,181,-12.11620276
1zpa,10.07061327,-6.23213694,3.066158516,-2.987010487,-58.28184865,-0.001166386,24.75414436,-86.41581341,6,327,0,24,2,3,37,0,0,0,29,19,0,0,90,182,-11.60502887
220l,0.094071314,-2.194912277,0.022959262,0,-20.45196247,-0.209156845,2.604054851,-17.97204966,0,92,1,0,0,0,0,0,0,0,23,0,0,91,0,0,-4.69727359
2a31,4.592902164,-288.2300716,5.007764762,-5.423367516,-17.42252019,0,266.7342514,-18.21698232,10,194,0,14,5,1,57,0,0,0,12,4,1,0,28,105,-1.395366566
2a4m,3.846277757,6.542979015,2.949445848,-0.968251912,-17.02344775,-0.566919822,7.642284,-30.56802454,7,177,0,22,2,2,0,0,0,0,19,4,0,106,56,0,-6.244610772
2a5b,9.088100887,-36.37527536,4.153221707,-1.571926886,-16.90437273,-2.999852519,20.13801479,-35.17406418,10,242,0,0,3,3,0,0,2,0,16,5,0,0,193,59,-5.429495649
2a5c,3.317511602,-38.41923649,2.716201493,-2.090326202,-21.22923906,-1.420320696,16.50056702,-38.10754798,8,220,0,0,3,4,18,0,1,1,18,5,0,0,138,72,-6.382765878
2aac,4.881325382,-26.94775387,-0.038785976,-2.652172425,-22.70179131,0,20.54455705,-24.49897041,10,157,0,0,2,3,17,0,0,0,17,4,0,0,131,19,-3.067043344
2aj8,5.735156751,-15.92585867,3.110184558,-1.226178827,-26.98069675,-1.151570259,28.94114268,-46.88490289,4,186,6,1,1,3,0,0,1,1,30,3,2,36,0,147,-8.565616546
2ans,1.256631012,-56.7791352,2.242744916,-3.624917549,-29.58836102,-2.182787352,56.02364254,-38.54059842,2,183,0,0,0,2,0,2,0,1,21,3,1,30,108,47,-8.17878225
2aoc,22.72271561,-27.20395114,3.115796153,-9.256469862,-75.67402446,0,4.830251515,-98.45969173,23,471,0,43,8,4,51,0,0,0,35,30,2,0,162,238,-6.755784663
2aod,23.73461396,-33.23568983,3.310461608,-9.576076022,-79.4488446,0,4.291856778,-96.28912881,19,491,0,44,8,5,60,0,0,0,32,30,2,0,181,225,-7.819578976
2aoe,18.92116545,-41.31128745,10.78882219,-7.01942696,-69.68731967,-0.0000325,23.73194452,-94.87529045,16,442,0,44,9,4,64,0,0,0,35,30,4,0,147,203,-10.52741905
2aog,16.48120482,-29.30044595,-0.550031784,-10.6697019,-76.64349882,0,8.032786188,-98.71298847,26,474,0,52,9,5,69,0,0,0,29,30,2,0,188,191,-8.67614063
2aqu,11.63872728,-44.39704623,4.377628313,-2.418306518,-71.86357941,-4.49E-009,54.09098525,-87.01586573,6,331,0,31,5,2,44,0,0,0,47,19,2,0,91,171,-12.87605584
2arm,4.46436285,-28.88826042,1.572878057,-1.409873142,-19.39927218,0,37.36456167,-32.67738067,4,153,2,0,1,1,30,1,0,0,20,6,0,61,0,64,-11.23201008
2avm,16.07684933,-24.14868489,1.303736263,-8.143422504,-82.61625023,0,3.818551289,-101.4410028,24,458,0,49,7,5,62,0,0,0,27,30,2,0,171,200,-7.874841018
2avo,15.5185989,-25.00431376,4.752469966,-2.715710601,-78.36838261,-0.607762919,48.29464721,-89.04818905,6,350,0,19,4,2,25,0,0,0,44,14,2,0,103,209,-12.22672684
2avq,13.92391642,-21.76577723,4.553330571,-9.629465612,-85.37319066,0,-4.758341165,-103.9589346,26,467,0,54,8,5,57,0,0,0,40,30,2,0,183,199,-6.065009135
2avs,15.96030751,-30.81405422,4.276013428,-3.87270992,-79.14571852,-0.681504305,52.57765506,-88.3128302,8,383,0,20,4,4,30,0,0,0,49,14,2,0,114,227,-10.45834149
2avv,12.35517136,-20.17985367,4.008083122,-1.819437398,-77.95023116,-1.561060748,48.83885675,-88.56543738,8,336,0,13,2,1,45,0,0,0,39,14,2,0,94,192,-12.79316278
2b07,9.315446183,-76.5730034,3.568813366,-9.786288888,-45.88244456,-0.932763246,68.17188,-48.61012138,13,267,12,1,0,8,18,0,0,0,22,9,3,65,17,167,-8.883373289
2b4l,2.826104857,2.017035712,1.028493861,-0.898543614,-24.14008828,0,-4.40054756,-23.07535415,5,113,9,0,0,3,2,6,0,0,29,2,2,34,25,48,-6.589998536
2bfq,21.62507478,4.548922967,3.582995692,-8.031913762,-32.47803113,-0.189529284,11.67139575,-72.91284055,20,464,6,21,3,8,68,0,0,0,30,15,0,76,59,254,-9.518886774
2bfr,5.196942393,1.376458487,5.385247123,-8.351867915,-16.36177075,-0.205295691,8.827925896,-50.28942828,12,339,6,6,1,8,59,0,0,0,13,9,0,62,32,186,-7.253143043
2bjm,0.791880254,-12.5540311,0.761642244,-0.048413928,-25.33773641,-13.81475165,22.54970242,-26.40868236,2,113,0,0,1,0,0,0,7,2,27,1,0,0,99,16,-5.111738906
2bmz,-1.116597726,-42.91417404,4.834036513,-3.161040088,-13.73093708,0,21.49451401,-22.5853388,10,141,0,31,2,4,13,0,0,0,9,10,0,0,78,29,-5.111738906
2bo4,2.403374533,-112.8665142,0.545559973,-9.571327454,-10.46832481,0,118.0125745,-21.98620569,12,199,20,0,0,9,8,0,0,0,9,6,4,61,0,122,-6.368950367
2boh,5.632007546,-4.362477531,3.249370913,-0.255129319,-66.59866905,-0.01694116,80.66069766,-70.15436444,0,221,0,33,0,1,37,3,0,0,45,6,0,0,70,81,-11.770815
2bpv,12.44415087,-38.2703553,6.944640251,-3.437718776,-81.4304443,-0.22594533,52.79346301,-87.41602588,8,342,0,18,5,3,42,0,0,0,30,14,2,0,94,196,-10.5964966
2bpy,12.86549898,-29.09429464,0.678848386,-1.956870592,-82.40234553,-0.405252893,58.17831581,-91.90696988,8,362,0,18,4,1,42,0,0,0,35,14,2,0,101,209,-10.22347781
2bq7,6.51150577,-12.27102987,2.102997417,-0.24654886,-52.47183749,-1.152782036,75.14943099,-56.79649343,1,182,0,23,0,1,25,2,0,0,35,6,0,0,60,75,-9.739934943
2bqv,7.600100196,-29.94502023,3.303755072,-2.335017801,-72.65497759,-0.493723022,47.55232241,-91.8234859,8,400,0,24,1,4,37,0,0,0,44,15,0,0,121,226,-11.121486
2bsu,17.99487095,-136.2166417,10.63137703,-6.814344117,-77.02087346,-0.135328869,108.8751824,-105.7205847,21,574,12,0,4,10,0,0,0,1,67,34,0,460,120,3,-7.819578976
2bt9,4.876416757,-24.23835656,-0.93693369,-3.407750607,-19.58930337,0,10.98501107,-19.91540843,9,139,0,2,1,4,7,0,0,0,9,4,0,0,116,23,-8.551801035
2bvd,13.04967701,-33.66541686,2.123786883,-8.013727757,-24.79010149,0,54.83740495,-34.65099913,14,224,0,0,8,4,0,0,0,0,18,10,2,0,106,132,-8.289306335
2byr,4.683059036,-10.52715846,3.038140047,-0.25444706,-76.77414351,-1.571114785,67.770194,-73.96343541,1,245,0,2,0,1,18,0,0,0,51,12,0,0,113,113,-11.81226153
2bza,0.776383784,-70.16512056,0.653351797,-1.449339275,-15.33950954,-0.684387637,100.2042551,-17.11814091,6,117,0,2,3,0,48,0,0,0,13,2,1,0,12,61,-3.868342956
2c1p,2.43645711,-16.73852008,1.460842887,-0.512910003,-30.06811148,-0.944661069,26.00496698,-45.27551332,3,186,0,12,1,2,8,0,0,1,23,6,0,0,154,15,-7.460375701
2c4v,2.89719022,-219.0641993,0.735475262,-19.9277021,-10.87688564,0,194.4608698,-23.96612526,21,215,0,6,1,11,15,0,0,0,8,6,7,0,56,159,-3.592032745
2c80,4.028285159,-68.29693253,1.155732603,-8.55754788,-35.59934179,0,47.43737067,-41.83792466,17,261,3,16,3,9,5,0,0,0,23,16,5,63,45,146,-7.363667127
2c92,16.95572019,-20.14322806,0.78484268,-10.73854561,-35.92712988,-11.13092981,15.89840614,-55.8307676,21,397,2,36,4,10,41,0,4,0,26,16,1,90,55,194,-7.847209997
2c94,17.56159677,-45.89717655,4.571944856,-10.53544337,-35.88924388,-10.9355324,43.06074604,-59.87181154,19,404,4,34,4,8,34,0,4,0,31,15,1,109,48,194,-9.422178201
2c97,2.556592786,-7.22813763,2.450528161,-7.85661286,-23.58639319,-5.112300733,5.617314165,-37.95818536,12,207,0,16,1,7,27,0,2,0,12,6,1,49,20,107,-8.482723483
2ca8,3.926769912,-68.07213304,1.222548565,-8.000022361,-15.01519402,0,47.38720616,-26.91719687,17,229,7,18,3,7,7,0,0,0,14,11,4,21,40,153,-6.43802792
2cex,7.678675311,-80.83091991,0.933913058,-11.84953398,-20.39731906,0,80.79980139,-36.12723215,14,200,0,5,4,6,10,0,0,0,17,9,2,11,92,96,-6.493289962
2cht,1.751942109,-51.5092181,0.603098469,-12.17969603,-30.17599842,0,35.1817514,-26.66741554,13,205,10,12,1,8,1,0,0,0,15,3,3,31,114,50,-7.626161828
2cji,4.150072521,-42.56837322,3.740335054,-0.181810716,-52.74964167,-0.000000136,82.16557554,-66.82995238,2,204,0,46,0,1,24,0,0,0,42,5,0,0,70,66,-11.35634968
2csn,2.907377479,49.73240518,2.322273467,-0.974123187,-33.7631749,0,-50.63331182,-36.48923758,3,185,0,10,0,1,12,0,0,0,23,5,1,10,97,59,-6.092640156
2d1n,12.03949257,-191.6534377,9.698391847,-3.727180315,-59.20046743,-0.00000105,203.3950785,-63.8244871,18,400,11,19,8,1,64,1,0,0,26,20,1,73,58,193,-11.2596411
2dri,13.3707134,-40.93576421,-0.780877709,-7.762161605,-16.45687771,0,17.11288869,-15.2849386,22,210,0,1,4,7,0,0,0,0,19,4,0,86,49,96,-9.518886774
2dw7,7.256967549,45.10742206,6.445839718,-9.848624147,-3.62526905,0,25.51905205,-13.60157423,14,171,0,0,1,4,0,0,0,0,4,5,7,0,116,69,-6.493289962
2er6,29.39001929,-59.21004601,-2.286313804,-7.079604899,-67.63908301,-0.214379229,75.83048218,-100.838514,25,458,0,27,9,3,69,0,0,0,42,30,3,17,150,220,-9.974798623
2ez7,0.626692931,3.524738563,0.638952967,-1.112678906,-3.3422881,-2.205208965,-5.680335057,-13.29670444,4,112,0,0,2,1,13,1,0,1,1,4,0,0,30,73,-6.023562603
2f1g,18.95124072,-22.28714597,1.851556223,-1.509416256,-36.47644173,-2.107306316,35.47123638,-49.45786457,3,219,0,7,2,0,51,1,2,0,23,10,0,18,16,130,-10.41689496
2f2h,18.80716189,-26.02972483,6.560208177,-8.72808359,-39.3373384,-0.271258924,40.5492499,-54.83038998,16,344,0,0,4,9,3,0,0,0,22,12,0,0,108,249,-7.874841018
2f34,3.453135432,-65.76728144,2.238020072,-6.500720109,-24.83885444,-0.205014202,57.12216438,-45.68725616,14,240,14,24,3,6,4,1,0,0,17,7,2,72,115,25,-9.518886774
2f35,2.576484964,-59.77920986,1.644663301,-6.588622392,-19.35925528,-0.189088078,49.1001544,-38.98811994,16,238,13,23,3,8,3,1,0,0,17,7,1,68,117,30,-7.460375701
2f5t,10.43027936,-68.25883317,0.604173395,-4.698199807,-31.48200809,0,20.92121884,-44.48490936,26,375,8,34,7,8,29,0,0,0,16,12,0,107,93,130,-7.142618959
2f6t,4.985000332,-34.40373408,4.88012589,-9.190330866,-31.69828393,-0.599467993,37.54018947,-47.78130903,10,227,11,1,1,7,11,0,0,0,27,5,1,57,14,143,-6.382765878
2f7o,-3.743544618,-143.2301992,2.824479483,-4.712746226,-22.15509629,0,187.8024887,-17.43364183,12,181,0,0,4,0,4,0,0,0,21,5,3,7,0,182,-10.27873986
2f7p,-1.701631053,-113.6099205,2.79341867,-3.883804872,-26.47740485,-0.005549371,174.39233,-28.9343572,14,185,0,0,3,0,6,0,0,0,22,7,3,7,1,185,-9.118236968
2f81,7.86791575,-4.006065938,3.014439316,-3.29386271,-58.48152292,-6E-011,15.67336674,-77.87209101,12,357,0,21,4,5,51,0,0,0,31,14,0,0,114,183,-14.53391711
2f8g,4.830990297,-6.685149389,3.254851282,-2.895441962,-57.1449583,-0.007158376,17.09078563,-76.95822631,11,334,0,22,3,4,47,0,0,0,24,14,0,0,115,161,-12.01949419
2fgu,15.66898894,-23.38319467,3.138512853,-4.271989658,-74.33017657,-0.115870002,50.07036821,-91.95464078,11,391,0,16,3,2,44,0,0,0,39,14,2,0,129,213,-12.68263869
2fgv,16.07481942,-21.95202413,3.777010537,-4.09514018,-72.02156523,-0.12049623,51.50762772,-93.34408672,10,354,0,18,3,2,31,0,0,0,30,14,2,0,150,165,-8.455092462
2fpz,2.297959932,-10.79508008,2.873803165,-4.105173317,-12.19206063,-0.381632653,67.13682894,-29.89688423,5,164,0,14,3,1,63,0,0,0,14,1,0,5,16,71,-5.470942181
2fqw,3.284237162,-48.32526248,1.219005309,-5.081768845,-21.37843572,-4.579860591,37.85935166,-42.67783701,12,235,0,0,3,3,6,0,4,0,30,5,0,80,24,137,-9.228761053
2fw6,3.077524285,-281.8899324,-0.65406703,-10.66955409,-10.43357221,0,268.0538072,-18.19555103,18,221,3,8,0,11,32,0,0,0,8,6,2,26,19,151,-4.034129083
2fwp,2.70062787,-280.6210439,-0.587360705,-10.52232467,-10.54011577,0,265.5865376,-17.15754162,18,227,4,8,0,11,31,0,0,0,8,6,2,28,22,152,-4.034129083
2fx6,2.945124296,-27.93967969,3.183677645,-3.396276738,-12.07361329,-0.283371893,46.48605589,-25.60880515,8,157,0,28,1,1,33,0,0,0,16,1,0,0,35,69,-5.111738906
2fxv,7.943290282,-78.08512766,4.519749531,-7.885270789,-15.16435901,-4.543818492,68.7996857,-46.65293058,16,346,15,33,2,8,8,0,2,0,29,7,0,39,163,104,-7.391298149
2fzg,4.168685094,-435.8578038,4.003773476,-14.93033369,-12.6556214,-1.040228766,407.2653644,-35.37386219,25,287,24,2,2,12,23,1,0,0,6,6,3,88,34,141,-4.669642569
2fzk,9.616643043,-480.6285859,3.794176027,-17.12867186,-14.09642305,-1.087374558,495.1310591,-35.76966703,20,309,14,2,0,11,8,1,0,0,6,7,6,174,25,106,-4.973583801
2fzz,1.469538541,-21.13418851,8.33348647,-3.270649217,-46.35430263,-4.50516312,81.78517547,-68.83164942,6,268,0,35,2,1,41,0,3,3,36,8,0,0,71,127,-14.53391711
2g00,10.90843666,-75.24667308,7.61063998,-3.778981696,-46.50158637,-2.893180317,156.6724815,-66.87261545,8,308,0,39,4,2,52,0,2,3,50,7,1,0,68,157,-13.45630728
2gh7,1.232870877,-72.24139397,1.01269748,-3.648488177,-47.58080554,0,48.88511586,-41.71688836,9,234,0,1,2,6,7,0,0,0,29,5,0,0,170,65,-17.96016373
2gst,11.84892549,-95.5502132,7.437316413,-10.78399,-45.53401232,-2.282652345,73.21931466,-57.07618562,19,362,5,17,4,7,11,0,0,1,38,13,3,78,86,184,-8.386014909
2gsu,3.535734811,58.23998797,-1.979446592,-4.281476389,-13.12386852,-2.352697972,-18.0040901,-40.67507541,13,267,2,0,3,3,14,0,2,2,24,7,4,90,25,149,-4.95976829
2gv6,19.32904443,-449.1009498,9.810254109,-8.56427168,-38.23760943,-0.008725404,440.2005742,-42.20429261,14,258,0,48,4,2,52,0,0,0,25,11,0,0,61,111,-10.14058475
2gv7,14.76084815,-448.9679763,10.87466211,-12.01300873,-43.05682668,-1.26E-008,443.8181571,-59.13250764,17,352,0,12,8,2,113,0,0,0,25,12,1,0,27,217,-10.84517579
2gvv,6.854275614,-11.44547522,3.582544119,-4.579681438,-32.45544583,0,30.59050261,-28.92845179,6,140,0,0,1,3,2,0,0,0,11,5,0,0,38,106,-5.388049118
2h4g,4.027436137,-103.3280806,2.734908995,-10.92698919,-28.30930866,-0.644031761,94.33683943,-33.89694898,13,210,12,1,1,8,14,0,0,1,20,6,3,57,14,125,-9.007712884
2h4k,3.618080509,-95.49559436,1.461299242,-10.90503392,-26.33028788,-0.456446575,90.43499889,-34.34138479,11,194,12,1,0,7,15,0,0,0,21,5,2,55,5,117,-7.584715296
2h4n,0.006436959,-12.70037128,0.369352859,-2.24660714,-11.00378204,-1.95153856,4.687344703,-29.40205892,6,145,0,1,2,1,10,0,0,0,4,3,1,11,51,78,-12.01949419
2hb1,3.217286338,-100.1857736,1.758247739,-10.94537477,-22.58262562,-0.388117247,93.24049852,-31.10583265,14,187,12,1,0,8,15,0,0,0,13,4,2,55,12,106,-5.249894012
2hb3,5.63808387,-4.196493866,2.081966179,-2.599198847,-72.1773503,-0.155920225,15.48276227,-82.98629588,11,336,0,15,3,4,50,0,0,0,30,15,0,0,100,182,-15.68060448
2hs1,4.754823778,-8.022568342,3.518260766,-2.90296299,-59.67138405,-0.128686551,15.34552123,-77.56710489,11,329,0,28,3,4,39,0,0,0,25,14,0,0,113,160,-11.71555295
2hs2,6.698330985,-8.534812609,2.902904215,-3.085615162,-52.93982768,-0.072245838,16.58177908,-76.24666669,9,325,0,22,4,5,50,0,0,0,21,14,0,0,98,164,-11.48068927
2hu6,5.595293764,-19.4994428,3.138670216,-0.70510379,-33.25915252,-1.821638475,32.69035496,-48.23405125,3,192,3,6,1,2,43,1,1,0,31,5,0,50,23,70,-5.263709523
2hxm,3.384996163,-117.1509125,3.191900447,-4.907284511,-14.88712199,-3.497490856,95.43200225,-45.52641996,15,232,10,8,1,10,21,1,2,1,24,8,0,36,34,138,-7.211696511
2i0a,9.359648143,-0.424766811,5.588117493,-2.379618996,-59.94118299,-0.067748772,16.25453572,-86.04511457,10,338,0,14,3,3,44,0,0,0,35,15,0,0,123,167,-15.74968204
2i3h,7.985412138,-99.48828753,6.350823996,-4.753206555,-35.70351132,-0.478350015,64.6134905,-44.71020253,15,288,0,61,5,5,6,2,0,0,21,10,0,43,163,30,-10.22347781
2i3i,6.144958164,-76.79411349,5.08796492,-2.951946313,-38.06387301,-0.822750849,45.53203603,-45.0422748,9,228,0,49,4,3,7,0,0,0,30,6,2,47,103,31,-10.08532271
2ihq,3.136391115,-27.95630715,-0.099179319,-1.098899753,-51.13638094,-0.28337423,22.81039736,-52.88270382,3,249,21,0,1,1,1,0,0,1,33,2,0,205,0,25,-11.72936846
2iko,2.675941049,-23.25707864,3.127468948,-7.017969008,-34.70964255,-1.705332433,39.05268907,-45.83000326,9,257,0,0,4,0,31,0,0,0,24,7,2,0,90,145,-7.529453254
2il2,16.01798752,-28.4698343,0.338444616,-7.182572021,-59.70163963,-1.04547966,38.1883942,-85.85701824,8,391,0,13,3,3,44,1,0,0,36,13,2,0,190,152,-9.809012496
2iuz,6.116273242,-17.49297802,5.519122744,-0.668357372,-26.09622248,-24.97576908,18.77332094,-58.38742465,3,207,0,0,0,3,5,0,11,0,51,3,0,5,59,141,-7.66760836
2izl,2.135049027,-43.85733826,2.009114515,-5.917066397,-50.12112199,0,22.51881371,-39.82420317,13,239,0,3,4,2,8,0,0,0,24,6,1,0,176,65,-8.289306335
2j34,4.902808456,-38.81019211,3.667702459,-0.426413014,-53.85425031,0,73.3896743,-63.87987797,3,198,0,39,0,2,25,0,0,0,41,5,0,0,68,69,-10.80372926
2jxr,12.91685587,-50.81865309,5.006349529,-3.574800085,-67.11902546,-1.230268616,50.88378481,-77.38064503,11,362,0,3,5,2,45,0,0,0,35,17,0,0,130,195,-9.739934943
2mas,0.565032945,-130.4326781,5.20744154,-2.855566241,-25.90106874,-0.327976745,137.6191168,-33.11781727,17,250,0,0,3,2,9,1,0,1,14,6,3,52,16,190,-10.38926394
2olb,9.374919926,-239.6669331,5.127394667,-11.57697095,0,0,203.7596155,-64.04168523,29,461,2,46,12,4,48,0,0,0,21,21,2,87,146,161,-7.653792849
2pcp,1.227961109,-1.852097986,1.308315102,0,-40.66678367,-1.827882239,32.99504875,-44.73860696,0,110,0,2,0,0,12,2,0,4,38,2,0,0,72,24,-12.01949419
2sim,7.16064058,-108.8470029,-2.70230953,-15.7045219,-20.61761249,0,91.76994782,-31.28225593,16,247,0,0,4,8,5,0,0,0,12,9,3,0,114,144,-4.724904611
2ypi,2.949596704,-94.40730416,2.824266765,-9.687510864,-4.15631336,0,94.15882604,-9.307062881,15,162,0,16,0,9,19,0,0,0,3,3,3,0,44,98,-6.659076089
3aid,7.881517182,22.80176134,1.097003472,-1.469238759,-58.29428894,-0.869564396,-10.66315291,-72.82122325,1,77,0,15,0,1,11,0,0,0,15,12,0,0,9,43,-9.477440243
3gst,7.785383562,-75.11349779,2.577251588,-10.23988718,-46.08836471,-0.0000545,62.77771002,-54.4910898,18,342,5,18,4,7,11,0,0,1,39,13,3,88,91,147,-9.284023095
3jdw,3.000818687,-56.59555109,2.495849983,-3.643935905,-12.03248053,0,42.79485719,-18.19915483,14,172,9,0,4,5,31,0,0,0,5,6,3,9,0,137,-4.973583801
3kiv,2.747378075,-66.99664405,2.303449263,-5.967749336,-18.29094437,0,60.20506792,-15.16927669,9,131,0,0,3,3,0,2,0,0,20,6,4,0,84,56,-6.493289962
456c,8.977549602,-16.91885926,4.598053091,-1.768160369,-39.23165887,-0.316238601,45.61066674,-51.28056301,10,256,15,17,2,1,24,2,0,0,36,7,1,95,37,78,-13.49775382
4er1,17.66821226,-44.2748528,6.788447727,-2.624545136,-88.85586941,-0.486534552,104.9078361,-94.58416366,9,335,0,3,4,2,49,0,0,0,42,22,0,0,122,170,-9.145867989
4fiv,19.96427171,-73.54726245,4.200949545,-6.168220671,-92.94041568,-5.899949051,67.3268925,-107.5874767,14,476,0,44,6,4,42,2,0,0,47,21,0,0,144,260,-9.007712884
4rsk,3.983994615,-50.91540008,3.209251743,-10.56369853,-8.389286597,-0.1780539,38.78036435,-28.27163772,12,178,0,27,1,6,0,0,0,0,5,6,3,46,96,21,-5.968300561
4std,0.814968085,-11.61022755,0.22107049,-0.330183711,-50.54005686,-1.229630011,6.970787688,-50.86600668,3,251,4,0,0,1,0,0,0,2,39,4,0,98,109,43,-14.27142241
4tmk,17.14884616,-84.82239439,5.920522508,-28.64147796,-38.16361239,-6.373229225,87.80279287,-82.64777128,28,613,36,3,2,16,35,0,1,0,46,20,10,387,73,107,-10.63794313
5abp,2.458914049,-56.65948989,1.436176618,-5.854158756,-17.92146612,0,23.92222643,-20.7091317,19,226,0,0,5,4,3,0,0,0,12,6,0,78,3,161,-9.173499011
5er2,26.4289698,-24.65140914,8.917577187,-3.72214797,-85.44441705,-0.000166567,57.93109432,-101.1149424,20,445,0,21,4,5,66,0,0,0,36,30,0,0,144,234,-9.076790437
5std,5.36829148,-11.7371952,3.141962316,-0.77874349,-53.88165248,-2.595224427,12.5056917,-58.39519937,4,262,0,0,0,1,0,2,1,2,47,5,0,59,105,102,-14.49247058
5tmp,27.58092491,-24.47249571,11.21916255,-28.84426622,-40.14146669,-6.368915989,30.62916444,-86.16449103,23,659,33,7,1,16,34,0,1,0,38,20,11,456,64,88,-10.32018639
5yas,0.750538336,-24.57242669,0.40578627,-0.742421288,-8.22130178,0,3.818620509,-12.94504728,4,176,0,6,2,1,2,0,0,0,0,4,0,4,71,97,-4.503856442
6abp,11.37658246,-34.51286869,-0.579775987,-5.27467731,-14.75439837,0,19.07850013,-19.41697964,13,195,0,0,3,4,0,0,0,0,9,4,0,69,9,130,-8.786664715
6tim,3.824989697,-108.6032999,3.062325599,-8.273600297,-12.61790607,0,101.5008721,-15.18619749,14,208,0,30,2,8,26,0,0,0,4,6,1,0,66,100,-4.434778889
7abp,7.829970834,-40.39330952,0.209866149,-4.57419388,-18.17780899,0,16.62206253,-20.67707532,18,198,0,0,4,4,1,0,0,0,14,4,0,64,3,148,-8.92481982
7std,1.543185346,-10.29149758,1.820014413,-0.247845715,-69.44535889,-1.513414072,5.518277577,-51.21661942,3,198,4,0,0,1,0,0,0,1,47,4,0,55,52,90,-14.81022732
7upj,5.603565686,-0.769056658,3.976743566,-1.644508162,-56.43130703,-2.832436433,9.30037177,-64.15730491,3,259,0,17,1,4,19,1,0,0,25,7,0,0,75,151,-11.72936846
8abp,6.381626134,-48.04900999,1.214892903,-6.011725942,-17.91088354,0,24.74599667,-22.71230229,14,237,0,1,4,4,4,0,0,0,13,6,0,80,22,144,-11.05240845
9abp,3.397476432,-62.97902281,2.906161407,-6.466963772,-18.29253213,0,34.42137681,-21.89522429,18,223,0,0,5,5,2,0,0,0,9,6,0,85,14,140,-11.05240845
